_id,_depart,_departLane,_departPos,_departSpeed,_departDelay,_arrival,_arrivalLane,_arrivalPos,_arrivalSpeed,_duration,_routeLength,_waitingTime,_waitingCount,_stopTime,_timeLoss,_rerouteNo,_devices,_vType,_speedFactor,_vaporized
veh141,355.00,45619542_0,5.10,0.00,0.60,839.00,30988146#2_0,12.22,7.57,484.00,4142.85,47.00,5,0.00,127.19,1,vehroute_veh141 tripinfo_veh141 routing_veh141 fcd_veh141,veh_passenger,1.03,
veh256,644.00,-231751868#1_0,5.10,0.00,0.55,845.00,-128465055#2_0,8.77,6.32,201.00,1859.48,18.00,3,0.00,50.42,1,vehroute_veh256 tripinfo_veh256 routing_veh256 fcd_veh256,veh_passenger,0.95,
veh270,679.00,3789703#0_2,4.44,12.21,0.36,845.00,128396777#1_0,55.81,6.94,166.00,1462.62,21.00,2,0.00,40.65,1,vehroute_veh270 tripinfo_veh270 routing_veh270 fcd_veh270,veh_passenger,0.88,
veh265,667.00,128005880_0,5.10,0.00,0.93,847.00,-80448023#2_0,35.97,8.34,180.00,1386.60,25.00,5,0.00,61.40,1,vehroute_veh265 tripinfo_veh265 routing_veh265 fcd_veh265,veh_passenger,1.11,
veh295,742.00,-42239606#2_0,5.10,0.00,0.52,848.00,-288026472#3_0,118.29,9.10,106.00,830.06,16.00,2,0.00,41.23,1,vehroute_veh295 tripinfo_veh295 routing_veh295 fcd_veh295,veh_passenger,1.21,
veh236,595.00,1008992999_1,5.10,0.00,1.82,856.00,290533427#1_0,12.57,7.54,261.00,2224.48,31.00,5,0.00,78.89,1,vehroute_veh236 tripinfo_veh236 routing_veh236 fcd_veh236,veh_passenger,1.00,
veh242,609.00,41565485#1_0,5.10,0.00,0.74,859.00,474506101#0_0,58.34,16.59,250.00,2543.52,24.00,3,0.00,74.05,1,vehroute_veh242 tripinfo_veh242 routing_veh242 fcd_veh242,veh_passenger,1.24,
veh245,616.00,998776256_0,5.10,0.00,0.20,859.00,-64270035#0_0,19.73,7.50,243.00,1730.84,23.00,2,0.00,55.95,1,vehroute_veh245 tripinfo_veh245 routing_veh245 fcd_veh245,veh_passenger,0.99,
veh262,659.00,4937393_1,5.10,0.00,0.47,863.00,32117788#6_1,53.15,13.15,204.00,2168.82,12.00,1,0.00,40.46,1,vehroute_veh262 tripinfo_veh262 routing_veh262 fcd_veh262,veh_passenger,0.97,
veh268,674.00,-23102758#2_0,5.10,0.00,0.39,866.00,83805234#0_0,15.88,13.32,192.00,1723.86,24.00,3,0.00,51.94,1,vehroute_veh268 tripinfo_veh268 routing_veh268 fcd_veh268,veh_passenger,0.99,
veh244,614.00,-128005879#2_0,5.10,0.00,0.71,867.00,229119089_0,23.79,8.91,253.00,1465.15,64.00,4,0.00,98.07,1,vehroute_veh244 tripinfo_veh244 routing_veh244 fcd_veh244,veh_passenger,1.09,
veh196,493.00,-4215601#0_0,5.10,0.00,0.36,868.00,13904679#1_0,34.33,8.29,375.00,3129.68,51.00,7,0.00,124.65,1,vehroute_veh196 tripinfo_veh196 routing_veh196 fcd_veh196,veh_passenger,1.03,
veh237,596.00,-128676689#2_0,5.10,0.00,0.31,871.00,3708838#4_0,18.50,8.98,275.00,2295.12,45.00,5,0.00,102.86,1,vehroute_veh237 tripinfo_veh237 routing_veh237 fcd_veh237,veh_passenger,1.15,
veh238,599.00,-317127403#1_0,5.10,0.00,0.79,871.00,13904649#0_0,25.60,6.02,272.00,2105.73,18.00,3,0.00,58.97,1,vehroute_veh238 tripinfo_veh238 routing_veh238 fcd_veh238,veh_passenger,0.84,
veh284,714.00,-11685016#0_0,5.10,0.00,0.17,871.00,7990024#0_0,41.85,6.66,157.00,1206.81,24.00,1,0.00,43.80,1,vehroute_veh284 tripinfo_veh284 routing_veh284 fcd_veh284,veh_passenger,0.92,
veh267,672.00,4937392#1_0,5.10,0.00,0.90,874.00,4540822#2_0,48.92,6.06,202.00,1664.29,4.00,1,0.00,26.99,1,vehroute_veh267 tripinfo_veh267 routing_veh267 fcd_veh267,veh_passenger,0.88,
veh248,624.00,7990020#3_0,5.10,0.00,0.66,876.00,-37865180#2_0,38.13,13.12,252.00,2298.62,33.00,2,0.00,70.36,1,vehroute_veh248 tripinfo_veh248 routing_veh248 fcd_veh248,veh_passenger,0.97,
veh277,697.00,543359813#4_0,5.10,0.00,0.77,881.00,-41592120#1_0,3.21,7.16,184.00,1549.57,13.00,4,0.00,56.75,1,vehroute_veh277 tripinfo_veh277 routing_veh277 fcd_veh277,veh_passenger,1.13,
veh263,662.00,-288026472#4_0,2.53,0.00,0.96,882.00,909777281_0,24.95,15.33,220.00,1878.94,37.00,4,0.00,80.00,1,vehroute_veh263 tripinfo_veh263 routing_veh263 fcd_veh263,veh_passenger,1.04,
veh306,770.00,52321640#2_0,5.10,0.00,0.88,888.00,14047498#2_0,40.52,8.99,118.00,1185.78,5.00,1,0.00,23.68,1,vehroute_veh306 tripinfo_veh306 routing_veh306 fcd_veh306,veh_passenger,1.10,
veh239,601.00,-13904675#4_0,5.10,0.00,0.28,890.00,-81982573#2_0,82.80,13.58,289.00,2864.61,16.00,4,0.00,73.88,1,vehroute_veh239 tripinfo_veh239 routing_veh239 fcd_veh239,veh_passenger,1.06,
veh281,707.00,-3809981#3_0,5.10,0.00,0.71,892.00,4395970#0_0,44.21,9.15,185.00,1639.97,10.00,2,0.00,51.22,1,vehroute_veh281 tripinfo_veh281 routing_veh281 fcd_veh281,veh_passenger,1.13,
veh257,646.00,-52321642#0_0,5.10,0.00,0.04,894.00,37747503#1_1,74.05,12.90,248.00,2112.18,24.00,4,0.00,86.42,1,vehroute_veh257 tripinfo_veh257 routing_veh257 fcd_veh257,veh_passenger,1.01,
veh276,694.00,4541289#7_0,5.10,0.00,0.28,895.00,-174092690_0,113.41,5.07,201.00,1428.36,19.00,1,0.00,44.15,1,vehroute_veh276 tripinfo_veh276 routing_veh276 fcd_veh276,veh_passenger,0.75,
veh287,722.00,37866821#3_0,5.10,0.00,0.63,895.00,371391166#1_0,117.04,16.54,173.00,1423.20,36.00,4,0.00,73.74,1,vehroute_veh287 tripinfo_veh287 routing_veh287 fcd_veh287,veh_passenger,1.26,
veh255,641.00,4540079#1_0,5.10,0.00,0.06,900.00,83805234#0_0,15.88,15.22,259.00,2492.62,34.00,4,0.00,82.50,1,vehroute_veh255 tripinfo_veh255 routing_veh255 fcd_veh255,veh_passenger,1.13,
veh313,787.00,-13904682#3_0,5.10,0.00,0.28,900.00,-329376870_0,57.28,7.80,113.00,849.68,4.00,2,0.00,24.03,1,vehroute_veh313 tripinfo_veh313 routing_veh313 fcd_veh313,veh_passenger,0.96,
veh288,724.00,14047759#4_0,4.10,0.00,0.12,903.00,4395891#1_1,31.55,7.91,179.00,1146.56,20.00,2,0.00,47.93,1,vehroute_veh288 tripinfo_veh288 routing_veh288 fcd_veh288,veh_passenger,0.97,
veh318,800.00,20484465#2_0,5.10,0.00,0.71,909.00,135583238#1_0,3.27,7.03,109.00,1095.76,0.00,0,0.00,21.46,1,vehroute_veh318 tripinfo_veh318 routing_veh318 fcd_veh318,veh_passenger,1.07,
veh299,752.00,871451863#4_0,5.10,0.00,0.47,910.00,20484463#1_0,83.70,8.77,158.00,1628.81,5.00,3,0.00,41.52,1,vehroute_veh299 tripinfo_veh299 routing_veh299 fcd_veh299,veh_passenger,1.08,
veh309,777.00,-37747137#0_1,5.10,0.00,0.34,917.00,-13904677#0_0,7.45,7.14,140.00,1327.18,6.00,1,0.00,28.15,1,vehroute_veh309 tripinfo_veh309 routing_veh309 fcd_veh309,veh_passenger,0.97,
veh314,790.00,29333270_0,5.10,0.00,0.77,919.00,-497484025_0,52.49,15.08,129.00,1108.90,0.00,0,0.00,21.98,1,vehroute_veh314 tripinfo_veh314 routing_veh314 fcd_veh314,veh_passenger,1.10,
veh298,750.00,14047190#2_0,0.20,0.00,0.98,921.00,39117800#2_0,48.42,8.25,171.00,1628.13,10.00,1,0.00,36.47,1,vehroute_veh298 tripinfo_veh298 routing_veh298 fcd_veh298,veh_passenger,0.99,
veh269,677.00,3708865#4_0,5.10,0.00,0.87,932.00,4541293#6_0,43.66,13.41,255.00,2762.62,10.00,2,0.00,49.89,1,vehroute_veh269 tripinfo_veh269 routing_veh269 fcd_veh269,veh_passenger,0.98,
veh317,797.00,4395700#1_0,5.10,0.00,0.23,938.00,-3936660#0_0,58.79,8.65,141.00,1122.34,8.00,2,0.00,33.76,1,vehroute_veh317 tripinfo_veh317 routing_veh317 fcd_veh317,veh_passenger,1.16,
veh280,704.00,4937393_1,5.10,0.00,0.23,939.00,-37692282#5_0,10.00,6.96,235.00,1932.51,24.00,5,0.00,70.39,1,vehroute_veh280 tripinfo_veh280 routing_veh280 fcd_veh280,veh_passenger,0.96,
veh300,755.00,-4540080#3_0,5.10,0.00,0.96,940.00,-22566802_0,102.21,12.63,185.00,1693.15,3.00,1,0.00,28.81,1,vehroute_veh300 tripinfo_veh300 routing_veh300 fcd_veh300,veh_passenger,0.95,
veh230,579.00,-39179549#0_0,5.10,0.00,0.90,945.00,-39117801#0_0,28.28,6.03,366.00,2712.44,34.00,6,0.00,85.54,1,vehroute_veh230 tripinfo_veh230 routing_veh230 fcd_veh230,veh_passenger,0.83,
veh301,757.00,-3785445#6_0,4.51,0.00,0.44,950.00,-3957127_0,26.59,7.63,193.00,1544.86,30.00,4,0.00,67.78,1,vehroute_veh301 tripinfo_veh301 routing_veh301 fcd_veh301,veh_passenger,1.02,
veh311,782.00,4540082#0_0,5.10,9.46,0.31,955.00,111286353#5_0,28.74,8.93,173.00,1543.01,8.00,1,0.00,46.46,1,vehroute_veh311 tripinfo_veh311 routing_veh311 fcd_veh311,veh_passenger,1.14,
veh214,538.00,4215666#0_0,5.10,0.00,0.12,956.00,174092690_0,113.40,8.86,418.00,4022.07,23.00,4,0.00,91.36,1,vehroute_veh214 tripinfo_veh214 routing_veh214 fcd_veh214,veh_passenger,1.06,
veh323,812.00,37747008#1_2,5.10,0.00,0.15,959.00,-360319695#0_0,76.89,13.31,147.00,1194.16,22.00,2,0.00,57.39,1,vehroute_veh323 tripinfo_veh323 routing_veh323 fcd_veh323,veh_passenger,0.98,
veh272,684.00,-4396147#2_0,0.20,0.00,0.33,960.00,4472602#1_0,0.20,12.95,276.00,2905.34,9.00,4,0.00,56.99,1,vehroute_veh272 tripinfo_veh272 routing_veh272 fcd_veh272,veh_passenger,0.96,
veh341,858.00,-547766101#0_0,5.10,0.00,0.90,962.00,-42239605#2_0,21.96,9.19,104.00,1028.65,11.00,3,0.00,37.05,1,vehroute_veh341 tripinfo_veh341 routing_veh341 fcd_veh341,veh_passenger,1.16,
veh361,908.00,-37747500#7_0,5.10,0.00,0.63,964.00,-740743747_0,8.24,15.03,56.00,410.60,3.00,1,0.00,18.09,1,vehroute_veh361 tripinfo_veh361 routing_veh361 fcd_veh361,veh_passenger,1.17,
veh279,702.00,-81982573#2_0,5.10,0.00,0.74,969.00,-128680991#1_0,17.36,7.46,267.00,2743.22,28.00,3,0.00,68.80,1,vehroute_veh279 tripinfo_veh279 routing_veh279 fcd_veh279,veh_passenger,1.04,
veh304,765.00,85422718#1_0,5.10,0.00,0.90,977.00,25009776_0,0.20,7.29,212.00,1471.52,20.00,1,0.00,45.19,1,vehroute_veh304 tripinfo_veh304 routing_veh304 fcd_veh304,veh_passenger,0.98,
veh322,810.00,-38063129#1_0,5.10,0.00,0.66,977.00,-3809981#0_0,52.88,8.04,167.00,1639.15,9.00,3,0.00,44.54,1,vehroute_veh322 tripinfo_veh322 routing_veh322 fcd_veh322,veh_passenger,1.04,
veh308,775.00,13904675#4_0,5.10,0.00,0.85,979.00,128680991#1_0,16.97,7.12,204.00,1772.19,7.00,2,0.00,49.74,1,vehroute_veh308 tripinfo_veh308 routing_veh308 fcd_veh308,veh_passenger,0.97,
veh294,739.00,3789703#0_0,4.44,12.10,0.04,980.00,-4396161#0_0,23.01,12.05,241.00,2140.98,25.00,4,0.00,62.74,1,vehroute_veh294 tripinfo_veh294 routing_veh294 fcd_veh294,veh_passenger,0.87,
veh290,729.00,3788308#1_0,5.10,0.00,0.09,981.00,-52321639#1_0,1.62,7.63,252.00,1729.64,41.00,3,0.00,73.91,1,vehroute_veh290 tripinfo_veh290 routing_veh290 fcd_veh290,veh_passenger,1.05,
veh253,636.00,-3708865#6_0,5.10,0.00,0.09,985.00,338075835#4_0,69.95,6.50,349.00,2671.49,21.00,3,0.00,64.82,1,vehroute_veh253 tripinfo_veh253 routing_veh253 fcd_veh253,veh_passenger,0.88,
veh333,837.00,4540492_0,5.10,0.00,0.01,990.00,-14047802#1_0,23.71,8.86,153.00,1420.96,7.00,3,0.00,40.04,1,vehroute_veh333 tripinfo_veh333 routing_veh333 fcd_veh333,veh_passenger,1.07,
veh233,586.00,114207515_0,5.10,0.00,0.36,992.00,-3708681#5_0,90.96,8.81,406.00,3741.61,79.00,5,0.00,134.18,1,vehroute_veh233 tripinfo_veh233 routing_veh233 fcd_veh233,veh_passenger,1.07,
veh282,709.00,-59433205_0,5.10,0.00,0.20,994.00,547843611#2_0,1.12,6.87,285.00,2194.33,28.00,4,0.00,72.90,1,vehroute_veh282 tripinfo_veh282 routing_veh282 fcd_veh282,veh_passenger,0.96,
veh291,732.00,317127403#2_0,5.10,0.00,0.58,995.00,13904675#5_0,79.46,6.88,263.00,2137.86,28.00,5,0.00,78.33,1,vehroute_veh291 tripinfo_veh291 routing_veh291 fcd_veh291,veh_passenger,0.98,
veh357,898.00,-547766101#3_0,5.10,0.00,0.69,997.00,83806428#0_0,61.79,16.04,99.00,971.76,10.00,2,0.00,38.14,1,vehroute_veh357 tripinfo_veh357 routing_veh357 fcd_veh357,veh_passenger,1.16,
veh292,734.00,22566799#5_0,1.35,0.00,0.06,999.00,125865744#0_0,0.20,6.25,265.00,2065.45,23.00,5,0.00,64.96,1,vehroute_veh292 tripinfo_veh292 routing_veh292 fcd_veh292,veh_passenger,0.85,
veh275,692.00,-4395994#0_0,5.10,0.00,0.79,1001.00,49961185_1,18.88,10.40,309.00,1844.70,53.00,5,0.00,97.92,1,vehroute_veh275 tripinfo_veh275 routing_veh275 fcd_veh275,veh_passenger,0.84,
veh321,807.00,3957125#2_1,5.10,0.00,0.17,1002.00,7990023#1_0,27.27,7.91,195.00,1401.76,5.00,1,0.00,26.34,1,vehroute_veh321 tripinfo_veh321 routing_veh321 fcd_veh321,veh_passenger,0.98,
veh324,815.00,-376394516#3_0,5.10,0.00,0.63,1016.00,-140673640_0,22.43,6.92,201.00,2067.96,10.00,1,0.00,34.47,1,vehroute_veh324 tripinfo_veh324 routing_veh324 fcd_veh324,veh_passenger,0.96,
veh353,888.00,-55668406_0,5.10,0.00,0.74,1016.00,37866820_0,13.56,12.87,128.00,1506.63,0.00,0,0.00,12.55,1,vehroute_veh353 tripinfo_veh353 routing_veh353 fcd_veh353,veh_passenger,1.01,
veh370,930.00,939035838_0,2.49,0.00,0.01,1016.00,632121623#0_1,30.16,12.85,86.00,840.42,0.00,0,0.00,11.70,1,vehroute_veh370 tripinfo_veh370 routing_veh370 fcd_veh370,veh_passenger,0.94,
veh330,830.00,4395627#2_2,5.10,0.00,0.55,1017.00,360313819_0,140.78,8.97,187.00,1754.67,8.00,2,0.00,39.43,1,vehroute_veh330 tripinfo_veh330 routing_veh330 fcd_veh330,veh_passenger,1.09,
veh303,762.00,229061163#0_0,5.10,0.00,0.42,1018.00,-4539928#1_0,32.12,8.24,256.00,2296.12,24.00,4,0.00,82.33,1,vehroute_veh303 tripinfo_veh303 routing_veh303 fcd_veh303,veh_passenger,1.04,
veh315,792.00,986972770#0_0,5.10,0.00,0.25,1018.00,-2746171#8_0,19.02,6.93,226.00,2282.18,21.00,3,0.00,50.62,1,vehroute_veh315 tripinfo_veh315 routing_veh315 fcd_veh315,veh_passenger,0.98,
veh335,843.00,40852756#2_0,5.10,0.00,0.99,1020.00,29333273#2_0,45.41,8.30,177.00,1642.80,3.00,1,0.00,30.14,1,vehroute_veh335 tripinfo_veh335 routing_veh335 fcd_veh335,veh_passenger,1.15,
veh310,780.00,677070805#3_1,5.10,0.00,0.82,1021.00,13904690#0_0,34.47,8.11,241.00,1901.62,18.00,4,0.00,51.73,1,vehroute_veh310 tripinfo_veh310 routing_veh310 fcd_veh310,veh_passenger,1.09,
veh348,875.00,632121623#0_0,5.10,0.00,0.31,1023.00,-37692282#4_0,38.47,6.83,148.00,1062.13,21.00,1,0.00,38.92,1,vehroute_veh348 tripinfo_veh348 routing_veh348 fcd_veh348,veh_passenger,0.95,
veh326,820.00,32117788#1_1,5.10,0.00,0.61,1024.00,-4541293#3_1,33.42,12.00,204.00,2139.68,11.00,2,0.00,43.97,1,vehroute_veh326 tripinfo_veh326 routing_veh326 fcd_veh326,veh_passenger,0.99,
veh336,845.00,-4541289#3_0,5.10,0.00,0.47,1024.00,-29333723#0_0,100.12,9.14,179.00,1671.02,12.00,3,0.00,51.11,1,vehroute_veh336 tripinfo_veh336 routing_veh336 fcd_veh336,veh_passenger,1.13,
veh283,712.00,3789571#3_0,5.10,0.00,0.69,1025.00,-4540064#1_0,29.99,8.03,313.00,2952.93,18.00,3,0.00,54.58,1,vehroute_veh283 tripinfo_veh283 routing_veh283 fcd_veh283,veh_passenger,0.98,
veh356,895.00,13904645#1_1,5.10,0.00,0.20,1029.00,-52881850#0_0,10.23,6.86,134.00,1012.03,5.00,1,0.00,21.04,1,vehroute_veh356 tripinfo_veh356 routing_veh356 fcd_veh356,veh_passenger,0.89,
veh346,870.00,-13871250_0,5.10,0.00,0.34,1033.00,41592119#0_0,17.47,7.55,163.00,1396.31,4.00,1,0.00,23.79,1,vehroute_veh346 tripinfo_veh346 routing_veh346 fcd_veh346,veh_passenger,1.01,
veh344,865.00,7990021#2_0,3.59,0.00,0.36,1037.00,998776256_0,17.50,6.73,172.00,939.55,15.00,1,0.00,34.22,1,vehroute_veh344 tripinfo_veh344 routing_veh344 fcd_veh344,veh_passenger,0.82,
veh328,825.00,3789703#0_0,4.44,14.55,0.58,1040.00,137329786#1_0,68.23,7.66,215.00,1960.44,22.00,4,0.00,66.82,1,vehroute_veh328 tripinfo_veh328 routing_veh328 fcd_veh328,veh_passenger,1.05,
veh327,822.00,-40260270#3_0,5.10,0.00,0.09,1046.00,3789571#4_1,0.20,6.96,224.00,2014.09,22.00,3,0.00,64.77,1,vehroute_veh327 tripinfo_veh327 routing_veh327 fcd_veh327,veh_passenger,0.99,
veh379,953.00,-4540064#1_0,5.10,0.00,0.39,1046.00,4395775#4_1,19.25,14.22,93.00,1176.64,0.00,0,0.00,8.04,1,vehroute_veh379 tripinfo_veh379 routing_veh379 fcd_veh379,veh_passenger,1.03,
veh260,654.00,37866821#3_0,5.10,0.00,0.50,1048.00,360313819_0,140.78,8.20,394.00,3358.79,54.00,6,0.00,113.64,1,vehroute_veh260 tripinfo_veh260 routing_veh260 fcd_veh260,veh_passenger,1.02,
veh334,840.00,-3708865#1_0,5.10,0.00,0.50,1050.00,-52321640#1_0,6.72,9.41,210.00,2147.93,30.00,5,0.00,74.89,1,vehroute_veh334 tripinfo_veh334 routing_veh334 fcd_veh334,veh_passenger,1.21,
veh387,973.00,13904645#2_1,5.10,0.00,0.28,1052.00,-547766100#1_0,0.20,6.62,79.00,595.14,16.00,1,0.00,29.95,1,vehroute_veh387 tripinfo_veh387 routing_veh387 fcd_veh387,veh_passenger,1.19,
veh354,890.00,-4541289#2_0,5.10,0.00,0.23,1053.00,7990020#5_0,21.18,7.71,163.00,1476.59,7.00,1,0.00,29.83,1,vehroute_veh354 tripinfo_veh354 routing_veh354 fcd_veh354,veh_passenger,0.93,
veh378,951.00,541484858_0,5.10,0.00,0.91,1054.00,52321641#0_0,33.90,13.02,103.00,991.64,14.00,1,0.00,26.95,1,vehroute_veh378 tripinfo_veh378 routing_veh378 fcd_veh378,veh_passenger,0.97,
veh359,903.00,917565357_0,5.10,0.00,0.66,1060.00,37692282#0_0,18.60,8.35,157.00,1131.97,28.00,4,0.00,60.37,1,vehroute_veh359 tripinfo_veh359 routing_veh359 fcd_veh359,veh_passenger,1.02,
veh266,669.00,147077493#2_0,5.10,0.00,0.42,1065.00,-627577866#0_1,81.67,12.26,396.00,2579.05,48.00,7,0.00,133.09,1,vehroute_veh266 tripinfo_veh266 routing_veh266 fcd_veh266,veh_passenger,0.93,
veh345,868.00,37747503#1_1,5.10,0.00,0.85,1067.00,-4396147#1_0,0.25,12.91,199.00,1958.84,17.00,1,0.00,44.57,1,vehroute_veh345 tripinfo_veh345 routing_veh345 fcd_veh345,veh_passenger,0.94,
veh289,727.00,-20485040#12_0,5.10,0.00,0.61,1068.00,-39179549#3_0,61.84,6.95,341.00,2515.19,47.00,6,0.00,101.50,1,vehroute_veh289 tripinfo_veh289 routing_veh289 fcd_veh289,veh_passenger,0.87,
veh302,760.00,-37692199#1_1,5.10,0.00,0.93,1078.00,-11685178#4_0,75.44,6.21,318.00,2424.59,24.00,5,0.00,66.87,1,vehroute_veh302 tripinfo_veh302 routing_veh302 fcd_veh302,veh_passenger,0.76,
veh332,835.00,125822009#2_0,5.10,0.00,0.53,1078.00,23102758#2_0,32.93,8.13,243.00,2096.48,37.00,4,0.00,80.35,1,vehroute_veh332 tripinfo_veh332 routing_veh332 fcd_veh332,veh_passenger,1.11,
veh349,878.00,317183903#1_0,5.10,0.00,0.80,1084.00,3708465#0_0,187.40,8.19,206.00,1630.07,2.00,1,0.00,31.67,1,vehroute_veh349 tripinfo_veh349 routing_veh349 fcd_veh349,veh_passenger,1.00,
veh307,772.00,52321642#1_0,5.10,0.00,0.36,1093.00,30454634#2_1,86.10,8.83,321.00,2557.85,61.00,5,0.00,151.21,1,vehroute_veh307 tripinfo_veh307 routing_veh307 fcd_veh307,veh_passenger,1.19,
veh340,855.00,-13871198#1_0,5.10,0.00,0.42,1100.00,128396774#3_0,14.62,8.25,245.00,2490.22,13.00,2,0.00,59.28,1,vehroute_veh340 tripinfo_veh340 routing_veh340 fcd_veh340,veh_passenger,1.13,
veh392,986.00,909735863_0,5.10,0.00,0.72,1100.00,14047760#1_0,19.38,7.54,114.00,665.03,35.00,1,0.00,48.98,1,vehroute_veh392 tripinfo_veh392 routing_veh392 fcd_veh392,veh_passenger,0.99,
veh352,885.00,37747501_1,5.10,0.00,0.26,1102.00,520012240_0,82.85,7.47,217.00,1906.15,2.00,1,0.00,55.47,1,vehroute_veh352 tripinfo_veh352 routing_veh352 fcd_veh352,veh_passenger,1.02,
veh368,925.00,-366887650#0_0,5.10,0.00,0.04,1102.00,233718299_0,12.39,7.44,177.00,1394.96,4.00,2,0.00,28.84,1,vehroute_veh368 tripinfo_veh368 routing_veh368 fcd_veh368,veh_passenger,0.95,
veh258,649.00,8045273#8_0,5.10,0.00,0.52,1104.00,1061460108#0_1,11.61,8.16,455.00,3250.02,73.00,11,0.00,156.48,1,vehroute_veh258 tripinfo_veh258 routing_veh258 fcd_veh258,veh_passenger,0.97,
veh414,1041.00,-32117788#6_1,5.10,0.00,0.42,1105.00,20485040#6_0,30.08,12.96,64.00,728.24,0.00,0,0.00,9.26,1,vehroute_veh414 tripinfo_veh414 routing_veh414 fcd_veh414,veh_passenger,0.99,
veh381,958.00,150800557#0_1,5.10,0.00,0.37,1107.00,4540248#1_0,21.10,7.62,149.00,910.88,27.00,4,0.00,57.84,2,vehroute_veh381 tripinfo_veh381 routing_veh381 fcd_veh381,veh_passenger,0.98,
veh319,802.00,928725827_0,5.10,0.00,0.20,1110.00,-520012242_0,6.98,12.81,308.00,2421.45,54.00,7,0.00,114.52,1,vehroute_veh319 tripinfo_veh319 routing_veh319 fcd_veh319,veh_passenger,0.94,
veh399,1003.00,13904675#4_0,5.10,0.00,0.12,1113.00,83806426#4_1,72.17,12.76,110.00,832.59,12.00,2,0.00,33.86,1,vehroute_veh399 tripinfo_veh399 routing_veh399 fcd_veh399,veh_passenger,0.94,
veh264,664.00,4385840#2_2,5.10,0.00,0.44,1115.00,-64226715#0_0,8.99,8.70,451.00,4132.69,62.00,6,0.00,147.84,1,vehroute_veh264 tripinfo_veh264 routing_veh264 fcd_veh264,veh_passenger,1.14,
veh339,853.00,14047769#3_0,0.52,0.00,0.93,1115.00,-150800558#1_0,82.88,15.90,262.00,1989.82,45.00,5,0.00,89.69,1,vehroute_veh339 tripinfo_veh339 routing_veh339 fcd_veh339,veh_passenger,1.18,
veh366,920.00,-290533428_0,5.10,0.00,0.07,1119.00,85418338_0,7.38,8.04,199.00,1746.19,21.00,3,0.00,60.58,1,vehroute_veh366 tripinfo_veh366 routing_veh366 fcd_veh366,veh_passenger,1.00,
veh355,893.00,4539929#2_0,5.10,0.00,0.72,1121.00,233037569_0,48.16,9.02,228.00,2127.32,27.00,3,0.00,79.96,1,vehroute_veh355 tripinfo_veh355 routing_veh355 fcd_veh355,veh_passenger,1.18,
veh376,946.00,261557486#0_0,5.10,0.00,0.93,1122.00,-85418329_0,41.52,8.35,176.00,1140.79,17.00,2,0.00,48.98,1,vehroute_veh376 tripinfo_veh376 routing_veh376 fcd_veh376,veh_passenger,1.02,
veh400,1006.00,-59433203#2_0,5.10,0.00,0.61,1122.00,37865180#0_1,24.19,13.72,116.00,925.26,21.00,2,0.00,44.61,1,vehroute_veh400 tripinfo_veh400 routing_veh400 fcd_veh400,veh_passenger,1.01,
veh404,1016.00,3810573#1_0,5.10,0.00,0.56,1122.00,4215601#1_0,20.73,8.22,106.00,934.59,4.00,2,0.00,23.13,1,vehroute_veh404 tripinfo_veh404 routing_veh404 fcd_veh404,veh_passenger,1.10,
veh338,850.00,700758894#1_0,1.61,0.00,0.44,1126.00,14047824_0,49.22,8.10,276.00,2440.82,32.00,4,0.00,77.01,1,vehroute_veh338 tripinfo_veh338 routing_veh338 fcd_veh338,veh_passenger,0.98,
veh305,767.00,3789372#2_0,5.10,0.00,0.39,1128.00,-30454632#0_0,84.64,6.64,361.00,2825.32,46.00,6,0.00,105.29,1,vehroute_veh305 tripinfo_veh305 routing_veh305 fcd_veh305,veh_passenger,0.89,
veh360,905.00,231751868#5_0,0.20,0.00,0.15,1128.00,114277935#2_0,63.81,8.00,223.00,2053.79,25.00,3,0.00,60.58,1,vehroute_veh360 tripinfo_veh360 routing_veh360 fcd_veh360,veh_passenger,0.96,
veh369,928.00,261557486#4_0,0.20,0.00,0.53,1129.00,-20485040#12_0,104.34,13.30,201.00,2077.61,4.00,1,0.00,43.38,1,vehroute_veh369 tripinfo_veh369 routing_veh369 fcd_veh369,veh_passenger,0.98,
veh397,998.00,384401180_1,5.10,0.00,0.15,1129.00,114208222#2_0,45.57,7.36,131.00,976.50,0.00,0,0.00,18.42,1,vehroute_veh397 tripinfo_veh397 routing_veh397 fcd_veh397,veh_passenger,1.02,
veh271,682.00,39255348#5_0,0.20,0.00,0.85,1142.00,83805234#0_0,15.88,8.89,460.00,3133.69,65.00,6,0.00,120.97,1,vehroute_veh271 tripinfo_veh271 routing_veh271 fcd_veh271,veh_passenger,0.71,
veh312,785.00,-140673637#0_0,5.10,0.00,0.80,1142.00,360313819_0,140.78,8.54,357.00,2838.63,55.00,6,0.00,122.23,1,vehroute_veh312 tripinfo_veh312 routing_veh312 fcd_veh312,veh_passenger,1.05,
veh362,910.00,41592105#5_0,5.10,0.00,0.12,1143.00,360313819_1,140.78,7.92,233.00,2143.44,0.00,0,0.00,38.58,1,vehroute_veh362 tripinfo_veh362 routing_veh362 fcd_veh362,veh_passenger,1.11,
veh416,1046.00,-372245390#1_0,5.10,0.00,0.39,1144.00,-150800557#0_1,52.94,15.63,98.00,985.33,6.00,1,0.00,36.29,1,vehroute_veh416 tripinfo_veh416 routing_veh416 fcd_veh416,veh_passenger,1.19,
